非常之恋,https://movie.douban.com/subject/10553086/,非常之恋,非常之恋,2012,https://img3.doubanio.com/view/photo/photo/public/s8965739.jpg,张泽鸣,张泽鸣,李岷城/刘芷含/魏大勋,剧情/爱情,http://www.m1905.com/mdb/film/2208346/scenario/,中国大陆,汉语普通话,2012,,Crossing the Border,,6.7,34,19.2%,11.5%,53.8%,15.4%,0.0%,,阿贵从很远的地方来到云水镇，还未进到镇里就遇上了阿菊和五一。镇上的小混混五一在竭力追求阿菊，而阿菊却根本没有把五一放在眼里。不想，从此，阿贵却成了他们两人中的障碍。原来，阿贵是一位被通缉的逃犯，他来云水镇是要和蛇头接头，准备偷越国境线，逃跑到国外去的。但是，蛇头迟迟没有出现，阿贵只得在镇上住了下来。谁知道通过一张广告街贴的介绍，他住进了阿菊的家。阿菊起先很看不起阿贵，觉得他跟五一是一路货色。为此，两人间有不少摩擦。阿菊家是单亲家庭，阿菊妈开了一家小缝补店，供养着阿菊和她弟弟。阿菊正在等待着大学的录取通知书，可是，开学已过，通知书却始终没有出现。阿菊妈要阿菊尽早找工作帮补家庭，而阿菊却并不死心，她自信自己一定是被大学录取了，只是不知什么环节出了差错，通知书没有落到自己手里。阿贵在渐渐的接触中发现阿菊是一个性格刚强，志向远大，充满幻想的姑娘。在偶然的机会...,,0,青蛙公主/自杀房间/茱丽叶/爱情攻略/夏威夷男孩/3D豪情/我愿意/类似爱情/密爱/十八岁的天空,21,爱情/中国电影/成长/大陆电影/文艺/非常之恋/文艺，温馨，略有不足/电影,,43,15,0,0,1,
舍身技,https://movie.douban.com/subject/25768227/,舍身技,舍身技,2012,https://img3.doubanio.com/view/photo/photo/public/p2160192693.jpg,谢宜,谢宜,黄圣依/陈晓东/郑浩南/刘家辉/李子雄,动作/运动,,中国大陆,汉语普通话,2013-11-26(中国大陆),93分钟,荣誉的证明 / High Kickers,http://www.imdb.com/title/tt3415846,2.7,197,1.0%,1.0%,4.0%,22.0%,72.0%,,跆拳道俱乐部创始人赵郁民的得意弟子韩旭峰在一场非法比赛中身亡，跆拳道馆也开始日渐没落。一天，一个叫玲玲的女孩来到了俱乐部，并且准备拜赵郁民为师，目标就是夺取跆拳道的冠军。原来玲玲就是韩旭峰的妹妹，为了就是完成哥哥的愿望。可是，她冠军路上要面对着强大的对手。,1,7,美国式搏击/真正正义之死亡降临/孪生密码/龙拳/宗师卜六/大刀关胜/致命的一击/精武青春/神通佛影/龙狼血战,85,烂片/动作/黄圣依/香港电影/舍身技/中国/香港/郑浩南,,215,55,0,7,0,
乡村无眠,https://movie.douban.com/subject/26588663/,乡村无眠,乡村无眠,2012,https://img3.doubanio.com/view/photo/photo/public/movie-default-medium.gif,刘子铭,刘子铭,王琇强/杨子仪/孙德利,,,中国大陆,,,89,,,,,,,,,,,出品单位: 北京西优图文化发展有限公司,,0,,0,,,,,0,0,0,
死亡迷局,https://movie.douban.com/subject/5342081/,死亡迷局,死亡迷局,2012,https://img3.doubanio.com/view/photo/photo/public/p1449752947.jpg,鲁坚,王建武/鲁坚,董娉/傅冲/阮志强,剧情/悬疑/惊悚,,中国大陆,汉语普通话,2012-03-23(中国大陆),92分钟,The Bloody Marriage,,3.6,222,2.7%,2.0%,19.0%,27.2%,49.0%,,供职于上海某政府机关的科长江浩东（阮志强 饰）正处在人生最关键的时刻，单位正在考虑副处长人选，但他心绪浮躁，工作中接连出现失误，小说家妻子舒玫（董娉 饰）忙着赶工悬疑小说《死亡迷局》，疏于对家庭的打理，本有芥蒂的夫妻二人争吵不断。此外，浩东念念不忘旧日的恋人——同时也是夫妻两人共同的好友——杂志社编辑林倩妤（傅冲 饰）。一份匿名快递中的桃花照片，令夫妻二人的矛盾彻底激化。推搡过程中，浩东更不慎被水果刀刺死。惶恐之际，舒玫只得求助倩妤帮忙处理尸体，但是诡异的事情接二连三发生，死亡事件，扑朔迷离……,,12,血彩/荒岛情未了/月色狰狞/地域无门/绝录求生/少女灵异日记/新月魅影/步步追魂/红髅/绝命代理,122,悬疑/搞笑/惊悚/中国/烂透了/大陆/2012/电影,,265,49,0,9,1,
爱在廊桥,https://movie.douban.com/subject/6039190/,爱在廊桥,爱在廊桥,2012,https://img3.doubanio.com/view/photo/photo/public/p1458980451.jpg,陈力,陈力/刘婷,吴兴国/徐守莉/姜大卫/孙维民/王鸣飞,剧情,,中国大陆,汉语普通话,2012-03-23(中国大陆),90分钟,Love On Gallerv Bridge,,6.7,242,11.1%,34.0%,38.3%,10.5%,6.2%,,北路戏是福建寿宁流传了三百多年的古老剧种，特别是上世纪六十年代最为兴盛。那时候的寿宁农村没什么别的娱乐活动，看北路戏成了广大农民的最爱，也是小镇人们唯一的生活寄托。不料祸从天降，随着一场意外车祸，北路戏在瞬间灰飞烟灭，车上大部分演员死于非命，戏班班主林福坤（姜大卫 饰）也在人间蒸发，从此，北路戏消声匿迹。侥幸存活下来的依妹（徐守莉 饰）除了唱戏别无所长，因生计所迫开了个面馆维持生计。一晃二十年过去了，就在小镇居民渐渐忘了北路戏时，贯木廊桥上走来一个陌生男人长天（吴兴国 饰），他娴熟地涂描着廊桥上的彩绘。长天的到来像一池春水冲开了依妹久违的心......,,121,爱情谎言/为你而来/闪婚总动员/康定情歌/烈火战车2：极速传说/大辫子的诱惑/终极匹配/庙街十二少/与妻书/鳄鱼邓迪在洛杉矶,137,中国/文艺/人文/内地/爱情/2011/福建/剧情,31,306,181,0,10,3,
云下的日子,https://movie.douban.com/subject/5954626/,云下的日子,云下的日子,2012,https://img3.doubanio.com/view/photo/photo/public/p861575742.jpg,闫然,闫然,张涵予/于娜/肖剑/阿幼朵,剧情/喜剧,,中国大陆,汉语普通话,2011-03-08(中国大陆),102分钟,Sweet Journey,,6.5,2548,7.7%,28.8%,46.8%,13.4%,3.3%,15% 剧情片/32% 喜剧片,改革开放之初，一辆卡车开进与世隔绝的山寨，带来了关于山那边的消息。一份印满城市照片的画报，点燃了两个少年对于美丽城市的憧憬。短暂的假期，强生和福来两个少年决定要翻过大山，去看看山外面美丽的城市，自此他们开始了一段神奇之旅。,,7,幸存日/囧探佳人/背着你跳舞/一夜未了情/奋斗/巨额交易/绑架冰激凌/我们约会吧/赛车传奇/日照重庆,1019,张涵予/怀旧/中国电影/大陆/中国/2011/剧情/国产电影,57,3151,864,0,53,4,
我的军号,https://movie.douban.com/subject/10453733/,我的军号,我的军号,2012,https://img3.doubanio.com/view/photo/photo/public/s25811642.jpg,王千,王千/徐宝琪,刘佩琦/孙波/宋禹/宋笠娜,剧情/历史/战争,,中国大陆,汉语普通话,2011-07-04,89分钟,My Bugle,,,,,,,,,,这是一个关于忠诚、勇气、牺牲和信仰的故事。罗广顺十五岁参加红军担任司号员，为了找回在一次突围中丢失的军号，他与部队失去了联系。罗广顺把找回的军号和号谱交给母亲，踏上了追赶部队的路......时间到了一九七四年，罗家准备翻盖老屋，意外地在谷仓的砖下发现了一个小坛，罗广顺小心地打开一看，意外的惊喜发生了......,,1,GOGO花美男5人/S-94/一次性爱上2/刺杀吉川/复合骨折/大脚的狂野周末/大话西游3/孽欲之殇/尸兄之血战尸骑士/年青时代,10,战争/中国/2011/大陆/中国电影/历史/纪实/许薇,,33,9,0,0,1,
丛林奇兵,https://movie.douban.com/subject/1306713/,丛林奇兵,丛林奇兵TheRundown,2012,https://img3.doubanio.com/view/photo/photo/public/p1486134251.jpg,彼得·博格,R.J. Stewart,道恩·强森/西恩·威廉·斯科特/罗莎里奥·道森/克里斯托弗·沃肯/艾文·布莱纳,喜剧/动作/惊悚/冒险,,美国,英语 / 葡萄牙语,2004-01-14(中国大陆)/2003-09-26(美国),104 分钟,浴血丛林 / 亚马逊迷藏 / 追战时刻,http://www.imdb.com/title/tt0327850,6.8,7445,7.5%,31.4%,53.8%,6.5%,0.8%,52% 动作片/40% 冒险片,贝克（巨石 The Rock 饰）欠了比利一大笔高利贷，比利承诺只要贝克到亚马逊中部的黄金城把他辍学在外漂泊的儿子屈维斯（西恩•威廉•斯科特 Seann William Scott 饰）带回来即免除一切债务，贝克爽快地答应了。,,119,威震八方/上海正午/尖峰时刻2/极限特工/临时特工/玩命快递2/绝地战警2/间接伤害/天龙特攻队/神奇燕尾服,1041,动作/美国/冒险/喜剧/美国电影/Rock/2003/丛林奇兵,126,9799,906,1,8,7,
日照好人,https://movie.douban.com/subject/6008428/,日照好人,日照好人,2012,https://img3.doubanio.com/view/photo/photo/public/p946863019.jpg,杨真,卫捷/盛石头,林永健/范雷/邵峰,剧情,,中国大陆,汉语普通话,2011-05,,日照512,,7.7,100,25.9%,36.2%,32.8%,5.2%,0.0%,,汶川救灾题材的电影《日照好人》以2008年5月12日汶川大地震中被人们称为“史上最牛救援队” 的山东省日照市莒县十位农民工自驾农用三轮车赴汶川抗震救灾的真实故事为原型，再现了山东人民以及其他全国各地区人民的抗震救灾义举。,,14,下辈子还做母子 still be mot.../啊！摇篮/娃娃餐厅/日光下的葡萄干/下一站，说爱你/不毛地带/初恋这件小事/加油！好男儿2006/天生一对/海蒂,48,日照好人/中国电影/中国/大陆/电影/大陆电影/现实/电影频道,,123,77,0,2,2,
铁人,https://movie.douban.com/subject/3063002/,铁人,铁人,2012,https://img3.doubanio.com/view/photo/photo/public/p2128609166.jpg,尹力,刘恒,吴刚/刘烨/黄渤/胡明,剧情,http://ent.sina.com.cn/f/m/tieren/,中国,汉语普通话,2009-05-22,109分钟,Iron Men,http://www.imdb.com/title/tt1459248,6.8,1015,13.4%,30.9%,42.7%,9.4%,3.6%,,热火朝天、干劲十足的油田上，新一代的石油工人热情满满，为建设新中国和四个现代化马不停蹄，勇往直前。业务标兵刘思成（刘烨 饰）崇拜铁人王进喜，并以与铁人是好战友的父亲刘文瑞（张铎 饰）为傲。但是不上进的小青年赵一林（黄渤 饰）却质疑父亲的为人。遥想当年，破旧的火车将王进喜（吴刚 饰）和一班石油工人拉到了一穷二白的大庆。为了帮助祖国甩掉贫油国的帽子，他和伙伴们大干五天五夜，期间更遭遇了多次危险情况，铁人甩掉拐跳入水泥浆中人工搅拌的一幕更成为几代人都无法忘怀的经典场面。在此期间，作为知识分子的刘文瑞与铁人结识，而他究竟扮演了怎样的角色呢？,,5,一诺千金/末路天堂/锋刃/外乡人/火线三兄弟/上车走吧/天安门/万家灯火/警察日记/惊天动地,240,刘烨/中国电影/黄渤/铁人/中国/主旋律/大陆/2009,55,1275,742,0,32,23,
大国手之天下无敌,https://movie.douban.com/subject/5407087/,大国手之天下无敌,大国手之天下无敌,2012,https://img3.doubanio.com/view/photo/photo/public/s4572183.jpg,萧锋,李宪/刘庸,程皓枫/章贺/付聪,剧情/历史/古装,,中国大陆,汉语普通话,2010-12-16,89分钟,Master of Go - Second to None,,7.1,484,15.2%,34.6%,42.7%,5.1%,2.4%,52% 古装片/28% 历史片,故事发生在清乾隆（傅聪 饰）时期，时逢万寿节，皇上的生日，他在圆明园宴赐百官，宴毕，兴趣高涨的乾隆摆下24桌围棋，他一人独战群雄，手中云子如行云流水，不一会功夫大获全胜。对于纹枰大战如此之重要赛事，却没让奉命待诏的棋手参加，大臣中有人愤愤不平，年轻棋士施襄夏（章贺 饰）更是不屑一顾。另一棋手孙明尊（苏茂 饰）拿出一副名窑烧制的古云子大加炫耀，不料遭施襄夏当头棒喝，讥讽他手中的云子不过是窑弃废品而已，令孙明尊十分尴尬。大臣们为讨好乾隆，暗中传出话去，凡与皇上对弈，任何人只能输不能赢。乾隆知其有诈，差施襄夏进宫对弈，但施襄夏敢赢皇上吗……,,184,大国手之棋行江湖/陆小凤传奇之陆小凤前传/怪医唐慎微/凯撒大帝/火线追凶之黑枪疑云/围棋少年/医痴叶天士/神探狄仁杰前传/夺标/水浒传,163,围棋/大国手/《大国手》系列/中国/中国电影/电影/古装/国产电影,,611,121,0,4,1,
生命的托举,https://movie.douban.com/subject/3716032/,生命的托举,生命的托举,2012,https://img3.doubanio.com/view/photo/photo/public/s3768295.jpg,刘魁,陈华杰,李若嘉/郭凯敏,,,中国大陆,汉语普通话,2009,,,,,,,,,,,,2008年5月28日下午14：28分，汶川大地震发生后，各行各业涌现出了许多可歌可泣的英雄事迹，他们的事迹广为人知，成为中华民族脊梁中的中坚力量，英雄固然可敬，真正创造历史营救主力军的却是那些平凡的普通人，电影《生命的托举》讲述的就是根据“5.12”四川汶川特大地震中涌现出来的老师救助学生的众多感人的新闻报道改编而成。影片讲述了向阳小学的校长、老师舍身救助学生和相互依存、互助生存，维护宝贵生命的故事。,,0,SP警视厅警护课/陡峭的山脊/恐怖女子高中 禽兽同学/情色总动员/0093 女王陛下の草刈正雄/扶我上战马的人/贩母案考/吹鼓吹/警视厅三星刑警 佐佐木丈太郎/青涩体验,3,地震;512/中国电影/我想看看/2012/dd/成长/我想看这部电影,,25,18,0,2,0,
南京,https://movie.douban.com/subject/2294568/,南京,南京！南京！,2012,https://img3.doubanio.com/view/photo/photo/public/p470463541.jpg,陆川,陆川,刘烨/高圆圆/中泉英雄/范伟/John Paisley/江一燕/木幡龙/秦岚/姚笛/Beverly Peckous/刘斌/宫本裕子/大冢匡将,剧情/历史/战争,,中国大陆 / 香港,汉语普通话 / 日语 / 英语 / 德语,2009-04-22(中国大陆),132 分钟,City of Life and Death / Nanking Nanking,http://www.imdb.com/title/tt1124052,7.5,102365,21.1%,41.4%,29.7%,5.5%,2.3%,49% 历史片/46% 战争片,1937年12月13日，时为国民政府首都的南京城沦陷，部分官员弃城逃亡，但仍有许多官兵留守，誓死保卫这个大厦将倾的城池。,,310,风声/集结号/唐山大地震/贫民窟的百万富翁/可可西里/朗读者/入殓师/金陵十三钗/海上钢琴师/让子弹飞,17125,陆川/南京大屠杀/历史/战争/中国/南京/大陆/高圆圆,1249,131865,20704,5,3600,1172,
神勇投弹手,https://movie.douban.com/subject/10734527/,神勇投弹手,神勇投弹手,2012,https://img3.doubanio.com/view/photo/photo/public/s9090535.jpg,高力强,海流/裕蓥,答有为/姜寒/孙荣,剧情/战争,,中国大陆,汉语普通话,2012-05-05(中国大陆),94分钟,勇士 / Brave Rombardier,,5.7,263,7.9%,12.7%,47.3%,21.8%,10.3%,,故事发生在抗日战争时期。青年农民陈傻子（答有为 饰）家贫如洗，他听说当八路能挣钱娶媳妇，立刻报了名。参军后，由于他脑子反应愚钝，队列训练分不清前后左右，连打枪都学不会，遭到战友讥讽，连首长只好让他进了炊事班学做饭。在一次往阵地送饭时，我军与日寇交战正酣，张连长（孙荣 饰）让傻子留下帮战友打鬼子，傻子无所事事，也不知该帮什么忙，他顺手拿起一颗手榴弹，照葫芦画瓢，弦也没拉，一甩手扔向了百米开外的敌人机枪阵地，大伙对他的投掷能力目瞪口呆。赶忙递给他一颗拉了弦的手榴弹，傻子抓过来又是一甩手，百米开外的敌人机枪轰成了平地。战斗结束后，连长及战友们对他刮目相看......,,5,狗也爱钻石/毛驴县令之移花接木/霹雳神鹰/诱饵/后院有宝/扈三娘与矮脚虎王英/味道男女/女机械人/京都球侠/枪手,125,战争/抗日战争/中国/2012/军事/喜剧/CCTV6/电影频道节目中心,,331,108,0,4,0,
孔庆德生死护送卡尔逊,https://movie.douban.com/subject/6872234/,孔庆德生死护送卡尔逊,孔庆德生死护送卡尔逊,2012,https://img3.doubanio.com/view/photo/photo/public/p1964621233.jpg,和小江,梁水宝、王强,张鹰/布莱恩/赵叶索/谭旭/博隆,剧情/传记/历史,,中国大陆,汉语普通话,2011-08-01,,孔庆德护送卡尔逊,,,,,,,,,,《孔庆德护送卡尔逊》是一部由真实历史人物改编的电影故事片，影片将讲述开国中将孔庆德将军的一段传奇故事。抗日战争期间，美国大使馆参赞卡尔逊奉罗斯福总统之命深入中国战区考察八路军战略战术，为美国是否决定援华提供重要参考，当时身为八路军第129师769团一营营长的孔庆德担任将其安全护送到晋察冀军区的艰巨使命。经过一路上无数的艰难险阻与围追堵截，最后，这支特殊的国际小分队不辱使命，顺利完成卡尔逊的平安交接。展现了中国军人有勇有谋的战略战法，以及先人后己、深明大义的高尚情操。,,1,天下第二/黑名单/飞龙再生/荡寇群英/决战黎明/基因世代/天脉传奇/水世界/火线干探之袭击事件/禁猎区,5,战争/CCTV6/历史/中国电影/2011/电视电影/大陆/剧情,,25,15,0,0,0,
布依姑娘,https://movie.douban.com/subject/19944281/,布依姑娘,布依姑娘,2012,https://img3.doubanio.com/view/photo/photo/public/s24545477.jpg,王军,白玲,李虹影/黄海冰/张亚萌/崔可法/钱嘉仪/崔可法 Kefa Cui,剧情,,中国大陆,汉语普通话,,,,,,,,,,,,,电影讲述了在罗平美丽的多依河畔，居住着勤劳善良的布依族人民，鲁布革布依族苗族乡木讷村的田老汉有两个勤劳、朴实、善良的女儿，他们在兴修新旧吊角楼发生了许多矛盾，在这其中也展开了一段美丽的爱情故事和一段波折的寻亲路，最终大家都过上了幸福的生活。,,0,,3,云南/爱情/中国/人性/剧情,,6,2,0,0,0,
七品青莲,https://movie.douban.com/subject/26589485/,七品青莲,七品青莲,2012,https://img3.doubanio.com/view/photo/photo/public/movie-default-medium.gif,路振隆,齐飞,常俊丽/艾立/张月婷,戏曲,,中国大陆,,,110,,,,,,,,,,,出品单位: 河南电影电视制作集团公司,,0,,0,,,,,0,0,0,
地下的天空,https://movie.douban.com/subject/3243634/,地下的天空,地下的天空,2012,https://img3.doubanio.com/view/photo/photo/public/p1392421133.jpg,张弛,张弛,罗德元/郑罗茜/黄轩,剧情,,中国大陆,汉语普通话,2008-07-10,98分钟,生命攸关 / 井 / The Shaft,http://www.imdb.com/title/tt1303703,7.3,320,20.0%,34.3%,37.6%,5.7%,2.4%,,矿工宋大明（李晨 饰）的女友井水（郑罗茜 饰）负责在井口分发下井工具，她十分厌恶这份工作，做梦都想进城干份体面工作。就在这时，矿上传出井水与矿长不清不楚的流言，大明也信以为真，有嘴说不清的井水与一城里人结了婚，离开了这个伤心之地。井水的胞弟井生（黄轩 饰）高考无望，追心仪女生去北京又遭骗，只好返回故乡，也做了一名矿工，最终与洗头房女孩小红走到一起。井水的母亲是多年前父亲丁宝根（罗德元 饰）从人贩子手中买来的，生下两个孩子后被娘家人带走。父亲的六十大寿即将到来，井水希望接他到城里享福，但执拗的父亲舍不得离开故土。生日过完后，他独自一个登上北去的列车去寻找多年不见的妻子......,,29,海下尖刀/完美生活/好猫/天山雪/银河/目的地，上海/好多大米/扎赉诺尔/五彩神箭/野山,125,中国电影/黄轩/张弛/文艺/地下的天空/大陆/中国/李晨,,396,434,1,5,2,
喜羊羊与灰太狼之牛气冲天,https://movie.douban.com/subject/24751765/,喜羊羊与灰太狼之牛气冲天,喜羊羊与灰太狼之飞马奇遇记,2012,https://img3.doubanio.com/view/photo/photo/public/p2165380463.jpg,简耀宗,王舒/吴潮威/石建娜/郭鹏/吴颖,祖晴/张琳/白百何/郑恺/邓玉婷/赵娜/梁颖/刘红韵/高全胜,喜剧/动画/家庭/奇幻/冒险,,中国大陆,汉语普通话 / 粤语,2014-01-16(中国大陆),83分钟,喜羊羊与灰太狼6 / 喜羊羊与灰太狼大电影6飞马奇遇记 / Meet the Pegasus,http://www.imdb.com/title/tt4258716,4.2,18601,9.5%,5.4%,17.2%,23.1%,44.7%,2% 动画片/2% 喜剧片,在经典的童话故事里，如梦如幻、色彩斑斓的天马之城，英俊的飞马王子（郑恺 配音）即将迎娶美丽的蓝马公主（白百合 配音），谁知婚礼现场却被抢婚的小矮马（刘红韵 配音）所破坏。飞马王子在追逐小矮马的时候遭遇意外，坠落到了青青草原。与此同时，草原上这个经典童话的结局也发生了改变。为了让痛哭流涕的大人们重新振作起来，也为了帮助飞马王子找回真爱，喜羊羊、美羊羊、懒洋洋、暖洋洋、沸羊羊以及小灰灰拿到了村长发明的飞行套装。在那个皓月当空的美丽夜晚，他们与王子一同飞上天空。在此之后，灰太狼和红太狼也紧随其后出发。,12,77,熊出没之夺宝熊兵/喜羊羊与灰太狼之喜气羊羊过蛇年/开心超人2：启源星之战/我爱灰太狼/极地大冒险2/81号农场之保卫麦咭/太空熊猫总动员/猪猪侠之勇闯巨人岛/潜艇总动员4：章鱼奇遇记/六福喜事,6218,喜羊羊与灰太狼/动画/国产动画/2014/中国/搞笑/温情/3D,54,18009,2391,0,27,2,
追影,https://movie.douban.com/subject/3304014/,追影,追影,2012,https://img3.doubanio.com/view/photo/photo/public/p1229098496.jpg,吴镇宇/麦子善,魏君子/邢鹤涛/邵庆明,吴镇宇/吴佩慈/房祖名/谢娜/党淏瀚,喜剧/动作,,中国 / 香港,汉语普通话 / 粤语,2009-07-30,89 分钟,Tracing Shadow,http://www.imdb.com/title/tt1511528,4.5,22394,1.2%,5.4%,32.4%,39.7%,21.3%,3% 喜剧片/3% 动作片,如果这个世界上真有宝藏的话，它在哪里，它又是什么？,,89,熊猫大侠/大内密探灵灵狗/隋朝来客/大笑江湖/刺陵/火星没事/美丽密令/一石二鸟/唐伯虎点秋香2之四大才子/未来警察,5091,喜剧/香港/抄袭/搞笑/古装/2009/武侠/动作,197,27694,2033,0,111,35,
乐队,https://movie.douban.com/subject/6560928/,乐队,乐队,2012,https://img3.doubanio.com/view/photo/photo/public/p1494950336.jpg,彭磊,彭磊,赵怡文/江雨晨/中野阳,剧情/音乐,,中国大陆,汉语普通话,2012,90分钟,Follow Follow,http://www.imdb.com/title/tt2471946,6.5,1232,13.3%,26.3%,38.2%,16.1%,6.2%,14% 音乐片,《乐队》以一个女孩的视角和经历出发，讲述了她与一支年轻乐队之间发生的种种交汇、碰撞、纠葛，揭示出了现如今中国年轻一代在面对西方文化冲击时所表现出的盲目向往而矛盾困惑的真实内心世界。,,23,房间里的舞蹈/北京浪花/果/性、毒品和摇滚乐/蓝色骨头/摇滚多多/盗版猫/CREATION唱片: 颠倒传奇/飞行日志/Rock School,681,独立电影/彭磊/摇滚/音乐/中国/中国电影/内地/大陆,87,1689,4302,1,15,20,
_探佳人,https://movie.douban.com/subject/5936247/,_探佳人,囧探佳人,2012,https://img3.doubanio.com/view/photo/photo/public/p957274947.jpg,侯亮,侯亮/胡蓉/周浩晖,郭涛/韩雪/谭耀文/刘晓虎/郭金/居文沛/范雷/崔准硕/何文辉/李健仁,喜剧/惊悚,,中国大陆,汉语普通话,2011-04-07(中国大陆),93分钟,Deadly Will,http://www.imdb.com/title/tt1884331,4.2,2041,1.1%,2.9%,27.4%,40.5%,28.2%,2% 喜剧片/2% 惊悚片,民国时期，某省四海县，当地首富孟国富去世，生前留有遗嘱将家产平均分给两个儿子少强和少云（谭耀文 饰）。谁知不久之后，少强便被人杀害，而他的弟弟少云也随后伏法认罪。与此同时，聪慧机敏的赏金花探卡乃吉（郭涛 饰）正用破案得来的钱在酒楼花天酒地，还险些被豪放的芙蓉姐姐（郭金 饰）霸王硬上弓。关键时刻，一个神秘人物为他解围，并留下搬张银票和一封信，请他找出少强遇害一案的背后隐情。,,56,回马枪/绝命岛/午夜心跳/夜店诡谈/夜惊魂/绝对底线/不怕贼惦记/刺陵/财神客栈/宅男总动员,808,悬疑/喜剧/中国电影/韩雪/2011/郭涛/中国/大陆,51,2534,294,0,23,3,
大富之家,https://movie.douban.com/subject/1296897/,大富之家,大富之家,2012,https://img3.doubanio.com/view/photo/photo/public/p939426061.jpg,高志森,杜国威,黄百鸣/梁家辉/张国荣/毛舜筠/刘青云/袁咏仪/冯宝宝/郑裕玲/李泳汉/关德兴/黄霑/李香琴/曹达华,喜剧/家庭,,香港,粤语,1994-02-06(香港),94 分钟,It's a Wonderful Life / Daai foo ji ga,http://www.imdb.com/title/tt0109524,7.6,13064,19.2%,45.0%,33.2%,2.2%,0.3%,74% 喜剧片/59% 家庭片,任大宽（关德兴 饰）家道兴旺，四世同堂，但家家有本难念的经，这一家也不例外。大儿子求富（黄百鸣 饰）与老婆月容（冯宝宝 饰）争吵不断，处在离婚的边缘。二儿子求贵（梁家辉 饰）天生口吃，与老爸不和，年纪不小却还没有女朋友。小儿子求其年少无知，却调皮捣蛋，在学校里惹事不断。三女儿求安（毛舜筠 饰）天性叛逆，在法国留学后更是一发不可收拾。这一天，求安从法国带来一个长发不羁的罗伯特（张国荣 饰），让表哥孝忠（刘青云 饰）醋意大起。与此同时，训导主任何守贞（郑裕玲 饰）发现求其的漫画，要求见家长。而求贵爱上了守洁（袁咏仪 饰），两人日渐亲密，却被守洁姐姐守贞百般阻拦……,,80,满汉全席/花田喜事/家有喜事/大三元/锦绣前程/金枝玉叶/九星报喜/97家有喜事/呆佬拜寿/八星报喜,1867,张国荣/香港/喜剧/香港电影/刘青云/梁家辉/1994/高志森,323,18606,1286,0,11,8,
太阳照常升起,https://movie.douban.com/subject/1766086/,太阳照常升起,太阳照常升起,2012,https://img3.doubanio.com/view/photo/photo/public/p453675494.jpg,姜文,过士行/姜文/述平,房祖名/周韵/姜文/黄秋生/陈冲/孔维/崔健/李加民,剧情,,中国大陆,汉语普通话 / 温州话 / 俄语 / 维吾尔语,2007-09-21(中国大陆)/2007-09-03(威尼斯电影节),116 分钟,太阳再次升起 / The Sun Also Rises,http://www.imdb.com/title/tt0769507,7.9,94827,28.8%,42.3%,24.1%,3.8%,1.0%,68% 剧情片,姜文蛰伏七年之后的又一力作，由四个充满魔幻现实主义风格的小故事组成。,,276,阳光灿烂的日子/鬼子来了/红高粱/霸王别姬/花样年华/阿飞正传/春光乍泄/色，戒/重庆森林/小武,26075,姜文/太阳照常升起/文艺/中国电影/大陆/中国/黄秋生/电影,2561,132632,24354,20,1356,286,
大战外星人,https://movie.douban.com/subject/2028650/,大战外星人,大战外星人Monstersvs.Aliens,2012,https://img3.doubanio.com/view/photo/photo/public/p1971311456.jpg,罗伯·莱特曼/康拉德·弗农,玛雅·福布斯/华莱士·沃洛达斯基,瑞茜·威瑟斯彭/塞斯·罗根/休·劳瑞/威尔·阿奈特/基弗·萨瑟兰/保罗·路德/蕾妮·齐薇格,喜剧/动作/科幻/动画/家庭/冒险,,美国,英语,2009-03-31(中国大陆)/2009-03-27(美国),94 分钟,怪兽大战外星人 / 异形战魔怪 / 天煞撞正怪怪兽,http://www.imdb.com/title/tt0892782,6.9,23133,9.0%,35.4%,48.5%,6.4%,0.7%,28% 动画片/54% 科幻片,住在加州某小镇的美丽女孩苏珊·墨菲（瑞茜·威瑟斯彭 Reese Witherspoon 配音）即将和他深爱的男友德里克·迪尔特（保罗·路德 Paul Rudd 配音）走入婚姻的殿堂。可就在这关键时刻，她先是被一颗陨石砸到脑袋，继而全身发光变成一个身形高大头发雪白的巨人。她的变化吓跑了亲朋好友，随后一群全副武装的神秘之人将其抓获并囚禁起来。苏珊被军方带到52区的秘密基地，与来自地球各个角落的怪物们称为科学家们研究的对象。,,117,天降美食/怪物大战外星人：来自外太空.../闪电狗/机器人历险记/超级大坏蛋/51号星球/马达加斯加2：逃往非洲/超人总动员/丛林大反攻/豚鼠特攻队,3971,动画/梦工厂/美国/3D/科幻/怪兽大战外星人/2009/动画片,421,28524,4473,0,137,101,
别碰我的童年,https://movie.douban.com/subject/10472763/,别碰我的童年,别碰我的童年,2012,https://img3.doubanio.com/view/photo/photo/public/s7411505.jpg,王之,,杨明睿/张衣,儿童,http://www.m1905.com/mdb/film/2208152/,中国大陆,汉语普通话,,,,,8.2,38,35.7%,42.9%,17.9%,3.6%,0.0%,,讲述80年代生人的一个男孩，从出生未见过父母，和爷爷奶奶一起在农村生活，长大父母接他回城市里和父母产生了很多矛盾和隔阂，童年的无忧快乐和成年的矛盾构成了鲜明的对比。,,14,护士当家 第五季/公园与游憩 第六季/相棒 第10季/导火新闻线/易时间/盗火者：中国教育改革调查/谋杀启事/马普和露西亚/主厨的餐桌 第一季/少年泰坦出击 第一季,20,儿童/中国/亲情/童年/大陆电影/了解人的思维/国产电影/祖国美丽的风景,,49,35,0,2,0,
